index,ecg
376,0.70132474
377,0.91720459
378,1.2479873
379,1.5055679
380,1.6401054
381,1.8109878
382,2.1853978
383,2.2629849
384,2.0529202
385,1.890488
386,1.793033
387,1.5647844
388,1.2346189
389,0.90030201
390,0.55195714
391,0.25822163
392,-0.128587
393,-0.092585287
394,-0.16860627
395,-0.4959888
396,-0.39503448
397,-0.32823831
398,-0.44813804
399,-0.26823009
400,-0.45641485
401,-0.35786694
402,-0.31750833
403,-0.43411223
404,-0.54920348
405,-0.32461549
406,-0.26808235
407,-0.22038421
408,-0.11742905
409,0.61405916
410,1.2848254
411,0.88607336
412,0.5314524
413,0.31137684
414,-0.021918959
415,-0.71368344
416,-0.53219671
417,0.32109663
418,0.90422673
419,-0.42179659
420,0.49047253
421,-1.9144071
422,-3.6163638
423,-4.3188235
424,-4.2680158
425,-3.8811104
426,-2.9932802
427,-1.6711314
428,-1.3338845
429,-0.96562916
430,-0.18331859
431,-0.10165662
432,-0.27387437
433,-0.12781761
434,-0.19598345
435,-0.21352292
436,-0.17647269
437,-0.1569316
438,-0.14917231
439,-0.18150997
440,-0.18007406
441,-0.24615133
442,-0.27425986
443,-0.14095962
444,-0.27744877
445,-0.38254906
446,-0.31193709
447,-0.36009264
448,-0.40596818
449,-0.57143343
450,-0.52410561
451,-0.53788646
452,-0.60677754
453,-0.66144617
454,-0.68337478
455,-0.74668256
456,-0.63566206
457,-0.62523095
458,-0.54009375
459,-0.67499495
460,-0.65394896
461,-0.56691641
462,-0.52404493
463,-0.41471114
464,-0.38778691
465,-0.28443735
466,-0.07274462
467,-0.16012546
468,-0.092159535
469,0.067164899
470,0.081472141
471,0.056181748
472,0.024692229
473,0.07439508
474,0.15288791
475,0.091033246
476,0.11015952
477,0.11727766
478,0.11383231
479,0.14180793
480,0.27149224
481,0.24974277
482,0.19760783
483,0.24393891
484,0.38653837
485,0.30001951
486,0.30980097
487,0.34466985
488,0.38970986
489,0.44285015
490,0.43342958
491,0.54871006
492,0.52503659
493,0.52197499
494,0.62395373
495,0.5491593
496,0.6691888
497,0.62992818
498,0.53957342
499,0.59928297
500,0.49785318
501,0.63809316
502,0.61173698
503,0.49190824
504,0.57394864
505,0.51624467
506,0.57262973
507,0.48459064
508,0.37438176
509,0.46177251
510,0.41466066
511,0.37163879
512,0.44516957
513,0.48416962
514,0.55606057
515,0.65872426
516,0.86115788
517,1.0163973
518,1.135606
519,1.216973
520,1.5530785
521,1.772155
522,2.0007688
523,1.9250032
524,1.898426
525,1.7209525
526,1.5017111
527,1.4224917
528,1.0232255
529,0.77634127
530,0.50442626
531,0.056381865
532,-0.23316061
533,-0.40638829
534,-0.327528
535,-0.460868
536,-0.40253556
537,-0.34575164
538,-0.35420649
539,-0.43995884
540,-0.42532593
541,-0.43978873
542,-0.45183526
543,-0.39592642
544,-0.44876235
545,-0.39178907
546,-0.37630746
547,-0.46106907
548,-0.25352442
549,0.21300588
550,0.4911732
551,0.35081636
552,0.49911056
553,0.60034499
554,0.8420694
555,0.95207354
556,0.99013318
557,1.0867984
558,1.403011
559,-0.38356426
560,0.80023202
561,-0.87425189
562,-2.3847613
563,-3.9732924
564,-4.3382241
565,-3.8024222
566,-2.5345096
567,-1.7834233
568,-1.5944504
569,-0.75319899
570,-0.29810663
571,-0.42892797
572,-0.49135079
573,-0.36130424
574,-0.33929554
575,-0.32495154
576,-0.29011333
577,-0.36305106
578,-0.52568383
579,-0.59742301
580,-0.57552317
581,-0.56750306
582,-0.50455484
583,-0.61840616
584,-0.68281354
585,-0.74384873
586,-0.81558784
587,-0.82690193
588,-0.78237433
589,-0.92946196
590,-0.99967167
591,-1.0609695
592,-1.0078773
593,-1.0287349
594,-1.1226293
595,-1.0286499
596,-1.0465146
597,-1.0633724
598,-1.1224228
599,-0.98324201
600,-0.85586525
601,-0.791266
602,-0.58875425
603,-0.51830558
604,-0.39729838
605,-0.35433285
606,-0.20742492
607,-0.088266017
608,-0.16873361
609,-0.067592085
610,-0.032772281
611,0.071899471
612,0.081485179
613,0.067225257
614,0.13271969
615,0.070240933
616,0.10043175
617,0.15041753
618,0.10988654
619,0.14886026
620,0.20874762
621,0.22823622
622,0.27366422
623,0.29952441
624,0.32706231
625,0.24231412
626,0.38610522
627,0.41908722
628,0.43971785
629,0.48895381
630,0.54171511
631,0.57386922
632,0.63355476
633,0.41167103
634,0.44091729
635,0.5887054
636,0.53086502
637,0.55896452
638,0.60687423
639,0.61472869
640,0.53777156
641,0.59929423
642,0.64046303
643,0.56839906
644,0.54471048
645,0.55795891
646,0.53776149
647,0.47229245
648,0.46659561
649,0.63441689
650,0.42517487
651,0.42077721
652,0.44052297
653,0.36102802
654,0.35929943
655,0.32136632
656,0.42132549
657,0.50512195
658,0.67748866
659,0.90869284
660,0.98223031
661,1.1553635
662,1.3362539
663,1.6275344
664,1.7175939
665,1.6964865
666,1.7416856
667,1.674078
668,1.5469278
669,1.3317385
670,1.1101682
671,0.92221037
672,0.52177665
673,0.15485176
674,-0.1238607
675,-0.20299778
676,-0.24795602
677,-0.21912177
678,-0.2146952
679,-0.31921472
680,-0.19859713
681,-0.15161786
682,-0.12959259
683,-0.074938934
684,-0.19680704
685,-0.17479482
686,-0.20883265
687,-0.21075375
688,-0.10048537
689,0.19744621
690,0.966606
691,1.1488838
692,0.95843425
693,1.0590254
694,1.3716823
695,1.2773918
696,0.96030393
697,0.97101956
698,1.6143924
699,1.4214563
700,-1.5076736
701,-3.57455
702,-4.4780109
703,-4.4082752
704,-3.3212415
705,-2.1051715
706,-1.4810482
707,-1.3013622
708,-0.4982396
709,-0.2869283
710,-0.39003094
711,-0.26384158
712,-0.31802419
713,-0.18591558
714,-0.26978996
715,-0.32224541
716,-0.30925306
717,-0.39110135
718,-0.3032594
719,-0.31929186
720,-0.40791759
721,-0.42157915
722,-0.48138035
723,-0.44751848
724,-0.5248504
725,-0.46911847
726,-0.58260667
727,-0.67903585
728,-0.65205179
729,-0.84685281
730,-0.76668159
731,-0.73514832
732,-0.78846458
733,-0.85127649
734,-0.83700984
735,-0.84350094
736,-0.82704168
737,-0.87806084
738,-0.75509458
739,-0.80992101
740,-0.67941539
741,-0.58341796
742,-0.45742032
743,-0.37778498
744,-0.36062856
745,-0.23172648
746,-0.2368416
747,-0.047710649
748,-0.052632422
749,-0.074354922
750,-0.094408878
751,-0.082684152
752,0.0067543086
753,-0.082925194
754,-0.061498973
755,0.021666852
756,-0.04082262
757,0.038088286
758,0.04111276
759,-0.10716567
760,0.034701332
761,0.085703804
762,0.12185632
763,0.08889131
764,0.18567768
765,0.22990726
766,0.18320411
767,0.28684534
768,0.27956195
769,0.4185915
770,0.39460935
771,0.42764032
772,0.44484387
773,0.46829876
774,0.51542459
775,0.63629527
776,0.63325173
777,0.64466005
778,0.62754545
779,0.53004067
780,0.4928233
781,0.47920823
782,0.41335998
783,0.47562381
784,0.43649354
785,0.40684174
786,0.4433003
787,0.31768387
788,0.3613207
789,0.3610005
790,0.24142577
791,0.318115
792,0.3251511
793,0.47830471
794,0.47607975
795,0.5320627
796,0.79548456
797,0.9451694
798,1.104937
799,1.290653
800,1.4892172
801,1.7553005
802,1.9609181
803,2.0424366
804,1.902829
805,1.9028747
806,1.7580745
807,1.425782
808,1.2102201
809,0.92839739
810,0.64126402
811,0.17552516
812,-0.10691014
813,-0.13204268
814,-0.1658357
815,-0.098570541
816,-0.26602195
817,-0.2372939
818,-0.13768778
819,-0.10067464
820,-0.10749888
821,-0.2103621
822,-0.13010391
823,-0.10763115
824,-0.16114587
825,-0.10131627
826,-0.095255496
827,-0.069172156
828,0.15487779
829,0.69565622
830,1.2149308
831,1.0890684
832,0.98336855
833,1.0141238
834,0.9526287
835,0.749326
836,1.0070757
837,1.6349896
838,1.4933655
839,-0.78313438
840,-0.297161
841,-2.7666349
842,-4.1021848
843,-4.5896691
844,-4.2193569
845,-3.6504434
846,-2.3005176
847,-1.2939171
848,-1.0656583
849,-0.4905204
850,0.050751439
851,-0.076647389
852,-0.094646854
853,-0.15817964
854,-0.068691701
855,-0.14083211
856,-0.069176949
857,-0.13427557
858,-0.059198867
859,-0.13137923
860,-0.18120811
861,-0.21596475
862,-0.21755404
863,-0.25406003
864,-0.33124688
865,-0.30492329
866,-0.2737944
867,-0.34793484
868,-0.38742898
869,-0.4040032
870,-0.42504802
871,-0.50769997
872,-0.58216786
873,-0.53291699
874,-0.637873
875,-0.65593804
876,-0.54965323
877,-0.68673176
878,-0.58303665
879,-0.63651154
880,-0.62084931
881,-0.468289
882,-0.42352427
883,-0.32470491
884,-0.26358651
885,-0.12755785
886,0.011174656
887,0.024380947
888,0.08477279
889,0.059935601
890,0.16447101
891,0.1622137
892,0.12599133
893,0.14362743
894,0.078258906
895,0.17851919
896,0.12659749
897,0.17504434
898,0.1694566
899,0.29969735
900,0.24249451
901,0.29716945
902,0.23840226
903,0.24915624
904,0.22551958
905,0.26718444
906,0.2366261
907,0.25742585
908,0.41650766
909,0.42657605
910,0.45903586
911,0.41659532
912,0.40912708
913,0.39677707
914,0.55726867
915,0.53500713
916,0.59007557
917,0.58584409
918,0.56813068
919,0.55498601
920,0.45756205
921,0.46270393
922,0.49946994
923,0.45014046
924,0.37201043
925,0.42852068
926,0.30460405
927,0.24412519
928,0.29406742
929,0.20671765
930,0.37245704
931,0.39460372
932,0.39444908
933,0.40425396
934,0.45989803
935,0.67724204
936,0.81142429
937,0.88952757
938,1.1303855
939,1.2852143
940,1.6523744
941,1.8393372
942,1.9485002
943,1.9406907
944,1.8161016
945,1.7273154
946,1.5512273
947,1.2119247
948,1.1334151
949,0.74591889
950,0.36093266
951,-0.12851839
952,-0.39421797
953,-0.43660141
954,-0.50647651
955,-0.4551471
956,-0.45786634
957,-0.54529921
958,-0.50609683
959,-0.3765287
960,-0.45780449
961,-0.49545976
962,-0.45869326
963,-0.33281149
964,-0.41033407
965,-0.40651848
966,-0.33723175
967,-0.38647852
968,-0.082580102
969,0.2203161
970,0.59497827
971,0.58177878
972,0.68440603
973,0.91165083
974,0.97948323
975,1.0534584
976,0.97478703
977,1.1104073
978,1.2881654
979,-0.82338562
980,0.44676853
981,-1.5073974
982,-3.1874679
983,-4.5074621
984,-4.6042007
985,-3.636115
986,-2.3116038
987,-1.5977275
988,-1.3624498
989,-0.66921633
990,-0.17339277
991,-0.20511622
992,-0.23078667
993,-0.17712137
994,-0.23850955
995,-0.20507877
996,-0.23054363
997,-0.20915931
998,-0.29293956
999,-0.25506852
1000,-0.2539899
1001,-0.35197992
1002,-0.42773929
1003,-0.4659477
1004,-0.46028596
1005,-0.4750621
1006,-0.44974621
1007,-0.56228003
1008,-0.532781
1009,-0.63579716
1010,-0.63658771
1011,-0.749548
1012,-0.80678463
1013,-0.69629187
1014,-0.85528234
1015,-0.8962553
1016,-0.90567196
1017,-0.90845622
1018,-0.83008356
1019,-0.83883747
1020,-0.69212508
1021,-0.64576927
1022,-0.48887225
1023,-0.40645909
1024,-0.35637924
1025,-0.22657834
1026,-0.20574481
1027,-0.071802463
1028,-0.066372326
1029,0.0075019777
1030,0.030631739
1031,0.020969858
1032,0.033968155
1033,0.16488977
1034,0.083023926
1035,0.045058956
1036,-0.0047666788
1037,0.12381566
1038,0.10804433
1039,0.073935543
1040,0.11256906
1041,0.055672868
1042,0.12375141
1043,0.22032513
1044,0.23411098
1045,0.32279232
1046,0.21513818
1047,0.33896743
1048,0.33478514
1049,0.32808378
1050,0.51228301
1051,0.49876823
1052,0.60277392
1053,0.65327531
1054,0.68093211
1055,0.72841436
1056,0.68048301
1057,0.6405041
1058,0.6205017
1059,0.65800821
1060,0.71363176
1061,0.6216716
1062,0.48816176
1063,0.45528345
1064,0.42458401
1065,0.50446979
1066,0.42813301
1067,0.45083786
1068,0.44836001
1069,0.38991267
1070,0.39158529
1071,0.34956959
1072,0.41467343
1073,0.47231448
1074,0.56453121
1075,0.73509325
1076,0.79975056
1077,1.1259942
1078,1.1641296
1079,1.2818475
1080,1.5527349
1081,1.6916357
1082,1.8828098
1083,1.760313
1084,1.8258701
1085,1.6193333
1086,1.3949016
1087,1.1327886
1088,0.9283516
1089,0.59884412
1090,0.22924343
1091,-0.1447077
1092,-0.27006863
1093,-0.32319297
1094,-0.34959834
1095,-0.29816321
1096,-0.25184329
1097,-0.29194076
1098,-0.41334591
1099,-0.30745492
1100,-0.33082525
1101,-0.43238918
1102,-0.28993487
1103,-0.32493274
1104,-0.30928759
1105,-0.2525674
1106,-0.28258614
1107,-0.16934497
1108,0.25872903
1109,0.89662717
1110,1.0882033
1111,1.0013058
1112,1.2920592
1113,1.3786665
1114,1.0147645
1115,0.82079301
1116,1.034388
1117,1.2584334
1118,0.96121472
1119,-0.99947589
1120,0.087630577
1121,-1.7534903
1122,-3.3044731
1123,-4.7046566
1124,-4.6864151
1125,-3.6118167
1126,-2.2672676
1127,-1.570893
1128,-1.4177903
1129,-0.50078809
1130,-0.22517739
1131,-0.30883362
1132,-0.21473324
1133,-0.21450921
1134,-0.22312107
1135,-0.26233599
1136,-0.2118159
1137,-0.29909881
1138,-0.25995633
1139,-0.31610955
1140,-0.25866848
1141,-0.28714668
1142,-0.36685535
1143,-0.30598032
1144,-0.41670806
1145,-0.40230307
1146,-0.3815541
1147,-0.51989677
1148,-0.52095179
1149,-0.59691915
1150,-0.6507003
1151,-0.67963616
1152,-0.75152681
1153,-0.72522391
1154,-0.83070065
1155,-0.80731727
1156,-0.84838836
1157,-0.74455386
1158,-0.69997298
1159,-0.75435259
1160,-0.62191821
1161,-0.53394237
1162,-0.3965959
1163,-0.22089032
1164,-0.17931625
1165,-0.0094803401
1166,-0.024018025
1167,0.041459691
1168,0.094492517
1169,0.083212059
1170,0.099031316
1171,0.045914253
1172,0.10951946
1173,0.168162
1174,0.26346944
1175,0.13610056
1176,0.15883825
1177,0.08980313
1178,0.14660419
1179,0.19676887
1180,0.26898346
1181,0.23726297
1182,0.18635578
1183,0.24141723
1184,0.27842589
1185,0.38315578
1186,0.38957693
1187,0.39354878
1188,0.57738569
1189,0.58774864
1190,0.58188293
1191,0.5449169
1192,0.65788513
1193,0.60177743
1194,0.64273411
1195,0.69906231
1196,0.6801103
1197,0.69863975
1198,0.71617522
1199,0.66862611
1200,0.6718266
1201,0.57504464
1202,0.5292125
1203,0.54333826
1204,0.60328119
1205,0.55471386
1206,0.56362046
1207,0.48903431
1208,0.44695034
1209,0.45643246
1210,0.39325248
1211,0.44143912
1212,0.44738863
1213,0.27405506
1214,0.36460866
1215,0.40121863
1216,0.44788969
1217,0.54780929
1218,0.6420901
1219,0.78832807
1220,0.74980141
1221,0.82085218
1222,0.96416033
1223,1.0618841
1224,1.3408602
1225,1.1378081
1226,0.86401264
1227,0.6839801
1228,0.62842387
1229,0.50113433
1230,0.49129218
1231,0.46193736
1232,0.32981245
1233,0.1204151
1234,-0.14196808
1235,-0.19517724
1236,-0.10265211
1237,-0.076308425
1238,-0.11651106
1239,-0.19168563
1240,-0.23429165
1241,-0.16112658
1242,-0.14536342
1243,-0.21218169
1244,-0.13568405
1245,-0.1334405
1246,-0.17007668
1247,-0.035913592
1248,0.33224263
1249,1.0632505
1250,1.575754
1251,1.7090456
1252,2.1429259
1253,2.393528
1254,1.92555
1255,1.0276237
1256,0.57345293
1257,0.19297149
1258,-0.64868286
1259,-2.4410678
1260,-0.83228111
1261,-1.7003675
1262,-2.2573013
1263,-2.8536712
1264,-2.8533008
1265,-2.7014866
1266,-2.2857261
1267,-1.555512
1268,-1.2666223
1269,-1.085957
1270,-0.69464057
1271,-0.58851692
1272,-0.66246942
1273,-0.76800441
1274,-0.7725505
1275,-0.62105407
1276,-0.61418665
1277,-0.63012434
1278,-0.66957728
1279,-0.68415362
1280,-0.69294243
1281,-0.61130156
1282,-0.64700697
1283,-0.62136212
1284,-0.6410713
1285,-0.65907019
1286,-0.62097711
1287,-0.67492061
1288,-0.66416383
1289,-0.7369427
1290,-0.76923705
1291,-0.69965708
1292,-0.80030165
1293,-0.72742332
1294,-0.75043487
1295,-0.78906542
1296,-0.73295704
1297,-0.76548658
1298,-0.69708867
1299,-0.76728083
1300,-0.71641729
1301,-0.64584327
1302,-0.57317813
1303,-0.5602558
1304,-0.61643357
1305,-0.61431553
1306,-0.55193907
1307,-0.40993954
1308,-0.46597041
1309,-0.42836411
1310,-0.42283947
1311,-0.3713889
1312,-0.39472419
1313,-0.42201833
1314,-0.35485451
1315,-0.40841286
1316,-0.42534175
1317,-0.38702144
1318,-0.40999646
1319,-0.42726131
1320,-0.38690279
1321,-0.37227239
1322,-0.38801449
1323,-0.32093223
1324,-0.36169826
1325,-0.30421592
1326,-0.2208256
1327,-0.26522743
1328,-0.25316306
1329,-0.17678608
1330,-0.18033685
1331,-0.13543422
1332,-0.10218701
1333,-0.069772168
1334,-0.012025854
1335,0.019392818
1336,0.0023502179
1337,0.025684537
1338,0.10619972
1339,0.060628283
1340,0.14100528
1341,0.098627186
1342,0.10026031
1343,0.1249692
1344,0.13151283
1345,0.15842003
1346,0.10196096
1347,0.16902623
1348,0.19830596
1349,0.16513906
1350,0.19785921
1351,0.11946397
1352,0.24410863
1353,0.36000277
1354,0.46532602
1355,0.5042099
1356,0.55611785
1357,0.68718873
1358,0.82299787
1359,0.92351214
1360,1.0769364
1361,1.1586477
1362,1.1558893
1363,1.1376925
1364,1.0217586
1365,0.91858098
1366,0.83113319
1367,0.68050602
1368,0.54029633
1369,0.46392539
1370,0.13576907
1371,0.040805901
1372,0.055551077
1373,0.018917608
1374,0.1489734
1375,0.39533782
1376,0.77973296
1377,0.94139313
1378,1.0007652
1379,0.9859304
1380,0.97372193
1381,1.0344785
1382,1.0622647
1383,1.0609783
1384,1.1161974
1385,1.2243507
1386,1.4212402
1387,1.6446545
1388,2.0071813
1389,2.1185986
1390,2.0283038
1391,2.1105038
1392,2.2036678
1393,2.2275444
1394,2.1717334
1395,2.0459377
1396,2.1263716
1397,2.1268518
1398,1.6792986
1399,0.96581366
1400,0.084430128
1401,-3.1903071
1402,-4.686175
1403,-4.5594833
1404,-4.0879723
1405,-2.6188591
1406,-1.7605895
1407,-1.5929641
1408,-0.56911653
1409,-0.1303995
1410,-0.17370458
1411,-0.15454113
1412,-0.11002092
1413,-0.099078691
1414,-0.12750212
1415,-0.15563878
1416,-0.16613496
1417,-0.18039026
1418,-0.11864333
1419,-0.14853266
1420,-0.22084811
1421,-0.21329672
1422,-0.30026262
1423,-0.34072202
1424,-0.41811977
1425,-0.51138155
1426,-0.51300763
1427,-0.60834007
1428,-0.69274586
1429,-0.73708018
1430,-0.76917735
1431,-0.71278713
1432,-0.83424775
1433,-0.81326841
1434,-0.89117252
1435,-0.88461246
1436,-0.79474086
1437,-0.80278306
1438,-0.80424269
1439,-0.76484136
1440,-0.72056788
1441,-0.61615484
1442,-0.52870277
1443,-0.3580067
1444,-0.29460302
1445,-0.24713024
1446,-0.18558663
1447,-0.16121218
1448,-0.15045335
1449,-0.057265099
1450,-0.0071218149
1451,0.018179982
1452,0.045173466
1453,0.086900977
1454,0.025782646
1455,0.082907602
1456,0.067584025
1457,0.13455151
1458,0.25097694
1459,0.22403714
1460,0.2117415
1461,0.14528316
1462,0.2403697
1463,0.27144822
1464,0.19709405
1465,0.35852835
1466,0.45131703
1467,0.40618248
1468,0.54828199
1469,0.51869113
1470,0.55756468
1471,0.61620058
1472,0.55313175
1473,0.59117333
1474,0.61090031
1475,0.53363841
1476,0.51353788
1477,0.6156324
1478,0.47098399
1479,0.45231736
1480,0.4216438
1481,0.48208225
1482,0.37153944
1483,0.38604997
1484,0.39589425
1485,0.38188301
1486,0.32636596
1487,0.34629094
1488,0.22860941
1489,0.2733952
1490,0.32381313
1491,0.23135448
1492,0.24341118
1493,0.30025892
1494,0.23570462
1495,0.21689355
1496,0.26646861
1497,0.28661239
1498,0.55197245
1499,0.7436647
1500,1.1209808
1501,1.2565289
1502,1.3506048
1503,1.5030465
1504,1.9050613
1505,1.977696
1506,1.7310649
1507,1.6800087
1508,1.4572779
1509,1.304503
1510,1.1445094
1511,0.75396576
1512,0.3395384
1513,-0.116375
1514,-0.29537289
1515,-0.24483602
1516,-0.32682085
1517,-0.215118
1518,-0.34200912
1519,-0.41663854
1520,-0.27606039
1521,-0.26073745
1522,-0.23416539
1523,-0.2129201
1524,-0.19000441
1525,-0.19854207
1526,-0.14229553
1527,-0.082819151
1528,-0.073201588
1529,0.0059626656
1530,0.46716454
1531,1.1522791
1532,1.271808
1533,1.190796
1534,1.1807378
1535,1.058195
1536,0.98257725
1537,0.87377195
1538,1.6267069
1539,-0.020783419
1540,-0.0078191379
1541,-2.3367567
1542,-3.527643
1543,-4.3262444
1544,-3.8904138
1545,-2.9460007
1546,-1.9224567
1547,-1.6705388
1548,-1.3031111
1549,-0.29907967
1550,-0.27366841
1551,-0.27928163
1552,-0.2855121
1553,-0.28919989
1554,-0.29263189
1555,-0.39760935
1556,-0.40128027
1557,-0.44610812
1558,-0.46326401
1559,-0.39617077
1560,-0.31596354
1561,-0.37036618
1562,-0.52714926
1563,-0.58197651
1564,-0.62449313
1565,-0.5527842
1566,-0.62293266
1567,-0.68911027
1568,-0.65794047
1569,-0.76140667
1570,-0.73041856
1571,-0.76516833
1572,-0.85597892
1573,-1.0090543
1574,-1.0606607
1575,-1.0671751
1576,-1.090252
1577,-1.0909388
1578,-1.0669016
1579,-1.0828626
1580,-1.0821855
1581,-0.98674608
1582,-0.9368936
1583,-0.81903706
1584,-0.6858503
